N,P,K,temperature,humidity,ph,rainfall,label
32,67,20,28.21874582561358,69.61447127993488,5.475761717773656,193.53996930660367,pigeonpeas
18,73,22,19.147543293624974,50.7480397752238,5.0380940460366315,196.77441999507187,pigeonpeas
14,76,23,30.544044742188305,58.18217712109781,5.7681859106817965,128.11765847479901,pigeonpeas
11,41,25,28.843861353715237,52.91974847820396,7.940968212568778,58.38152120214532,mothbeans
23,44,20,31.748298653599136,55.09093001398438,3.9618768023897974,33.40126262343301,mothbeans
37,54,25,27.442997997526348,57.39493694138612,6.248133270009553,34.144286395480606,mothbeans
1,55,16,29.63033848792406,49.33149536156897,6.881959826172573,50.28089137225109,mothbeans
31,50,20,26.503259153709188,46.77740634410164,7.086009696216219,68.97430351252612,mothbeans
0,53,24,27.592677960087574,55.306453769046115,4.7785100521088495,72.25756931852342,mothbeans
20,58,20,29.001638156243537,49.33887002619205,3.8029336664744475,58.236895730292574,mothbeans
3,41,15,28.335920599118126,63.49128778233771,4.822902160839824,62.65766596638465,mothbeans
31,40,20,24.815144806983493,40.2079985556798,6.1014967557956865,34.168146737311524,mothbeans
20,59,18,27.475226552052877,58.086195446250024,3.554324969482226,56.52542952681137,mothbeans
16,45,23,29.365404203058603,57.5216908965358,4.724147994431473,59.42973415529106,mothbeans
22,49,18,24.109964432090763,46.20940650924501,4.786438897958988,42.186284761663764,mothbeans
33,42,25,27.671524132774564,58.31833686965413,7.140390348304619,60.27922508691359,mothbeans
17,50,21,30.707934670744198,60.12725796239157,8.437902830250605,71.97197286597427,mothbeans
12,58,17,28.93426886282033,58.572037341698476,7.927504360124153,53.4652060875096,mothbeans
16,43,20,30.39775011171889,48.34016972572608,8.691160084386865,71.18657332130203,mothbeans
36,43,16,30.29909621401866,51.35863557669138,7.2814833167369475,41.17726239344434,mothbeans
37,60,22,27.540364118517964,56.23305811442204,9.11768372881356,32.88028559738794,mothbeans
33,56,25,28.79076320063551,45.027468186066685,7.041395954905356,48.343478609084514,mothbeans
23,38,15,30.115525824604035,50.241776334399816,7.431042287146028,41.710646909335324,mothbeans
37,55,19,30.292179059126777,63.563282688002914,7.980659837202308,62.42544968899828,mothbeans
19,53,17,30.446756260942664,40.19911011863628,9.047366332260829,49.948792928272894,mothbeans
22,59,19,29.94024666272337,41.915895161881224,8.735814815281012,67.26525730528542,mothbeans
31,57,19,26.613940336240326,48.86062371982637,6.533804920531753,72.35043656401531,mothbeans
32,51,19,31.22846754746024,41.94101939971953,8.473227657517752,45.70005337688206,mothbeans
40,56,19,29.415526263974698,60.94770937129509,8.652585676096834,63.67601341495829,mothbeans
21,43,19,27.288748871043516,58.04823068789199,5.808821703326619,52.02194020368016,mothbeans
16,57,22,30.9037791918957,53.297226975187854,8.236593165171147,43.355400690893276,mothbeans
32,51,25,29.85931091850135,62.04156205831782,4.228972346526593,58.55876654193212,mothbeans
35,36,23,25.695154643520873,47.77506236831701,4.501586424905009,40.96782671359538,mothbeans
18,56,22,28.93040388740579,53.9219610793024,5.9946506211399315,49.30249500435649,mothbeans
18,37,24,27.294917923339966,58.83986576864382,4.722002826636109,44.73984743310596,mothbeans
12,56,15,29.05135136974701,53.312601660399544,4.192367853073504,57.253705019553514,mothbeans
28,41,22,29.53658917619495,45.15630284590382,5.851156239128156,70.30536499284504,mothbeans
6,60,15,31.61153622980545,59.41223256627545,7.168019613299881,68.57890060623784,mothbeans
2,49,19,25.775203686274985,57.866031872718104,8.789380729644542,62.909243386648335,mothbeans
8,58,22,30.68894162565799,60.53470907251736,8.559957006727299,51.82925969907931,mothbeans
40,41,17,30.564790061412694,50.11421641010043,6.406066557749051,30.601545746672805,mothbeans
29,59,22,24.12406664501274,47.0220491296561,4.747738155736339,31.88934430093147,mothbeans
5,46,23,29.94465231705104,61.19819709408371,6.773511096014887,74.17683041345137,mothbeans
17,36,20,27.467777862045075,64.92955884757376,6.854355709679613,44.45229686861791,mothbeans
18,37,20,29.833877943309144,55.21022339700045,7.739805580805578,46.85161799856076,mothbeans
10,60,25,31.434307218096475,49.480663429511225,8.48820623733182,67.90464771374704,mothbeans
8,36,22,28.3873533039485,41.661583144406805,8.099090297195508,56.267111447911375,mothbeans
36,50,21,29.419787318587783,58.96254702290977,3.587769553266054,39.325903489599526,mothbeans
28,41,23,26.77570127787647,49.76887880824093,4.452073242138109,41.6203958849772,mothbeans
30,37,19,29.23306189622299,62.22819809850024,6.972840527071643,58.45760959477744,mothbeans
11,44,25,26.167541586530923,45.05635451311338,5.382960849346493,40.867528259677506,mothbeans
1,46,24,28.056477173909748,44.698009520383074,3.9618300162852442,61.327026531206634,mothbeans
11,53,24,27.60621027109091,63.962445891693505,6.086521175739737,54.72041902062409,mothbeans
2,40,17,29.090994252266995,48.11279500438355,5.117071173753636,38.59169632822396,mothbeans
12,38,21,26.117080215402858,56.549223619846714,8.389638371243235,65.0111359415094,mothbeans
22,57,20,30.293666725658472,59.341564122391645,7.987031446472431,36.77736464482233,mothbeans
7,35,19,26.076611594200394,40.841910096861604,8.775114635607487,40.95285074483387,mothbeans
4,58,16,30.270179112137996,50.72462329602226,4.706390912299671,53.13904680042026,mothbeans
28,41,22,29.33417527827118,42.35818565727609,7.988028418228421,66.57211289518779,mothbeans
37,50,25,31.991140896266323,48.16598123564778,7.9891034722930785,66.29992738620675,mothbeans
9,37,25,25.931971882054942,41.00877067149249,5.967149107967516,35.85363014230261,mothbeans
10,55,17,27.248094413648886,40.34246376022286,3.9813334787342844,44.048836569792165,mothbeans
21,40,22,28.989944678912074,59.057565612524,3.7336281001259937,67.67038325237934,mothbeans
34,37,19,30.915465974946912,54.67341266397268,6.985702279329076,74.58056206795946,mothbeans
18,45,16,29.65917600026342,49.730761792294714,4.873252774900994,56.85833445994918,mothbeans
23,45,16,26.735242224843923,53.19193665554238,4.769815391419167,74.80339992744976,mothbeans
11,52,18,30.888362396026494,51.529172531347754,9.139590751818934,52.68016936183467,mothbeans
31,45,16,26.899450580926633,61.591035532415404,4.160379705206691,71.62712289043566,mothbeans
4,57,23,29.154053789206493,64.3561913536189,3.9188039276877733,54.96094694010388,mothbeans
0,41,18,27.310619722566365,45.10416397920608,3.754053672634303,56.08767706937512,mothbeans
16,48,16,24.153158943974695,59.47756465989467,7.158184550915696,61.483780632995476,mothbeans
11,42,20,29.485604343469152,62.75532587169391,7.334192953489525,72.90907940331789,mothbeans
12,47,16,28.58085786305618,46.92531310814947,9.027845073277852,56.243586192469394,mothbeans
7,46,22,28.752662244557698,57.56600514645572,3.8991656492651314,40.38575942669393,mothbeans
16,54,18,25.97028815048425,57.26699427870017,7.080658519770138,52.57090649630768,mothbeans
26,55,21,26.292156391416984,60.066007808823244,9.483427399421616,31.351170239822675,mothbeans
16,49,21,28.951932517588705,63.519332492237524,8.155469196843836,35.75716160303024,mothbeans
38,55,21,27.16769270998084,56.73271522904698,8.851358619539376,43.77231585852546,mothbeans
10,36,16,27.329744470762794,44.2029532099824,6.3497057915824895,32.48501343343628,mothbeans
23,44,18,27.507653722004626,53.24703152721315,9.411822993723714,37.47098206392874,mothbeans
7,42,22,25.244571494954418,45.18182447669169,7.283485649498553,39.88680556761302,mothbeans
9,41,15,26.82957349264587,47.56197572919817,9.352239662878524,37.65519377891766,mothbeans
3,52,20,30.91727137486512,43.87313277858607,3.9964210137091394,51.80420977860049,mothbeans
10,48,19,27.827968930047696,59.51390067218034,5.321743628863041,44.026042283176864,mothbeans
22,51,15,27.676672457708985,47.661586701070505,8.434287267112126,32.56404271488157,mothbeans
33,43,20,29.80004861039295,54.357189377255274,7.503274023165086,64.96721785432902,mothbeans
14,44,21,30.7208646275136,64.73627827412642,8.837115866262579,46.71602681809696,mothbeans
26,55,16,27.766938849785415,56.4013755493926,6.857473126792051,60.91676177621163,mothbeans
6,59,17,30.397743308949757,43.080814392908124,7.6911837512548225,48.7265415438273,mothbeans
31,42,15,30.542850445240237,52.75370951140808,7.917438860802998,53.08036749834642,mothbeans
13,56,18,31.761882755319014,63.308068955721936,7.9496157167107135,42.57371478792324,mothbeans
37,58,19,26.229144504920292,45.46774500808958,4.597026679212902,67.15699282023002,mothbeans
21,40,22,28.47012755699518,49.27923790048828,8.213858621174763,41.375929980709785,mothbeans
9,37,25,26.699842605399184,58.23659424579159,6.939339166697549,45.19421858996556,mothbeans
24,43,19,30.99257418644148,46.241723818505754,5.079484079108067,30.02940258425848,mothbeans
19,54,15,25.216388539395936,51.458089864689384,5.607316324092685,34.219943681565745,mothbeans
7,52,25,24.320472952405556,47.28652283734485,4.745245617234221,40.716599414956335,mothbeans
12,41,19,27.73039530351855,59.01439106138206,4.426953224029555,51.926940934502284,mothbeans
17,51,21,31.481376693811946,49.39512539615215,7.748731009403753,51.40595181049314,mothbeans
20,55,21,29.172803551589297,45.668529610173614,7.5201952268454,51.074858367021605,mothbeans
30,55,21,29.01057881324956,46.961768223188805,8.61789197198355,71.77725775363383,mothbeans
0,46,17,30.029872563424036,45.38751897168878,5.5160423539406525,50.95571437930258,mothbeans
13,59,23,25.513112800183876,63.05918711675257,7.673747914124348,57.48468288082674,mothbeans
10,41,25,28.954547049986676,82.10781449354688,6.556456205825456,56.41233506906434,mungbean
39,57,22,28.16196755392594,80.66165188834441,6.019155485551253,55.67146402431882,mungbean
7,43,15,27.703276800034544,83.45083745513233,6.030103872211319,59.037308114352804,mungbean
39,53,21,27.796489222287217,86.1146361122566,6.678499968292638,42.93874250643971,mungbean
1,40,21,28.798882705379764,85.06330309354267,6.350413250010197,57.82327511936725,mungbean
35,60,18,29.034341492862627,85.43021430866764,6.346885976364385,45.891119761412746,mungbean
18,60,17,27.426765719330447,83.13163201829776,6.8495342154879015,37.224742871408665,mungbean
39,35,22,29.816989266257934,84.52813714210917,6.198491074605349,39.12211941412846,mungbean
15,58,22,28.024275808812895,84.48778803994615,6.913232680421457,39.73483544712115,mungbean
23,56,24,29.714299025040354,86.47516464843363,6.273040619327807,39.42981252527978,mungbean
23,39,17,29.271144344095877,80.55605521680461,6.006877962219649,40.31118192988682,mungbean
25,49,16,29.568397497041232,83.56768711623272,6.757464445450718,42.37680873160773,mungbean
0,56,23,29.189135719492267,89.40220805571285,6.603796991929096,56.57838844339348,mungbean
21,55,15,27.350770606576173,86.82153161561635,6.949899668246076,38.42723645196891,mungbean
14,48,23,27.493216587236635,81.16583074555697,6.54669568207213,57.560325832152586,mungbean
22,38,25,29.794664742928443,88.20981017299141,6.566605258905463,51.425762455852684,mungbean
2,42,16,28.681739427003144,89.4265917696663,6.082734039623671,41.3484442980924,mungbean
4,60,19,28.391945094500663,81.18709095509111,6.980568227060724,40.36739718658389,mungbean
8,50,16,29.216600031399096,80.32443446047186,6.658717638727023,48.30729689878636,mungbean
11,41,24,29.368476895272156,87.48160826387685,6.561255678074924,41.156104024265005,mungbean
27,60,23,27.095335453071975,87.82050769263758,6.240070740487567,38.60773001804007,mungbean
30,54,23,29.076033767839963,84.57928994434027,6.226521626036106,50.34925765813082,mungbean
0,59,24,28.07762624094807,88.2355222661182,6.820696160766779,46.93375995306003,mungbean
15,42,15,27.984538448392836,82.09059373706846,6.084688341875307,46.66732802211021,mungbean
13,47,20,28.69706451642302,81.82672384239667,6.1395988673598,49.411810938943844,mungbean
26,47,15,27.827272213323845,82.04246758912167,6.016756304492382,51.979978780029235,mungbean
22,59,16,27.09797718235349,84.75596191822008,6.4077481050027325,39.03047029937807,mungbean
17,38,15,29.78430550652936,88.44862327489633,6.2239825458650815,40.97856363586308,mungbean
14,53,25,27.13212113816539,86.93335153734706,6.648235897382097,40.78700239782471,mungbean
34,60,22,27.958956165876188,84.38176716666355,6.89926035892469,59.05653616522892,mungbean
34,38,20,29.027468775312222,86.58159824297573,6.070108139641257,44.881482885778944,mungbean
3,42,25,27.087465558066267,89.07248944356405,6.156283709549776,40.502216921784665,mungbean
31,47,16,28.671121539825105,82.31380636376848,6.502427287166377,53.2871589925779,mungbean
8,41,16,29.658545316388036,89.3430411416749,6.916420544532066,50.88535892154775,mungbean
15,37,24,27.944477488054947,80.43052402715668,6.780963863644435,44.95569484895029,mungbean
33,45,21,29.498789146722686,85.40296531790307,6.844665909090224,45.782542658525365,mungbean
3,57,20,27.753507802645203,88.44212325286144,6.4840205725094044,47.852386063781495,mungbean
36,44,18,27.64561343919958,88.84355150455754,6.559405425727357,55.71220334738102,mungbean
16,38,18,27.70169079441661,82.10886227680788,6.857191657059588,55.5106705064755,mungbean
34,56,15,28.200636827549015,87.83297982956047,6.265928450632119,59.75830759484121,mungbean
2,43,21,28.378952458978716,84.30983901920823,6.3044925327489505,39.95238791800724,mungbean
9,53,19,27.921649251063812,85.46458541728124,6.417193418564576,39.005640024412656,mungbean
24,44,24,27.252382986778148,83.93103907559401,6.1002455637228765,35.414812015814945,mungbean
13,37,18,28.006869818933737,80.76807441069282,6.234994277534692,55.753774574947954,mungbean
21,47,21,27.406378610384074,82.31475213765299,6.868409523946934,58.16159494890462,mungbean
17,56,25,27.118175501078458,85.7394986606901,6.392895108893179,35.716310689441364,mungbean
25,50,20,29.344846437589197,83.13706512052065,6.247873358728423,52.44290768883232,mungbean
12,38,21,27.01877241307941,80.61885701680475,6.535367941181651,49.15179116120413,mungbean
7,41,21,28.649605688328617,80.50573103824229,6.426121237952231,55.809088491524875,mungbean
16,51,22,27.778165202229587,80.87591297405946,6.089916244859702,39.8312353808542,mungbean
28,49,19,27.250574744040055,82.11125942558037,6.752468337586494,36.28234622453039,mungbean
36,37,18,29.081416670902236,85.52762368033584,6.216250528186529,40.21470919352627,mungbean
36,57,18,28.642244521139176,87.3390537700187,6.346558759816547,45.19289426663063,mungbean
31,50,16,27.170041296497505,80.34672704226067,6.3919105629439095,52.42909230344951,mungbean
12,45,20,27.7794844138209,88.86086108813517,6.895689944266617,42.43218010703316,mungbean
38,53,17,28.94431510360237,88.75118044558047,6.790520510271674,38.527689850533775,mungbean
31,38,16,28.19097648662242,81.5631697070886,6.737950947397592,44.01186262853885,mungbean
3,46,16,27.090063996447217,84.4452825305016,6.504619024607695,37.932003695011126,mungbean
29,37,23,28.5212472721808,86.37901874552962,6.9851745550906745,54.20013588283024,mungbean
9,36,16,27.990854002506254,85.64231816684536,6.850574528015116,40.03820945015782,mungbean
30,45,22,29.46981963804009,85.56190692630011,6.779516701424064,35.40500993348668,mungbean
11,51,15,28.476696945547225,81.95008980438615,6.652093061881651,54.52298390965226,mungbean
6,36,24,29.59668714951661,81.02842592157477,6.125955196379358,59.478788877515385,mungbean
10,47,17,27.972988132054553,86.76483749520604,6.594241827308597,50.07875300307367,mungbean
15,36,20,28.287187107907997,82.75922694380547,6.768581330913202,40.65681075007966,mungbean
39,35,22,29.241234801387087,82.1871388890654,6.059943300861308,38.27434357485435,mungbean
21,59,18,29.104149856679072,81.13440817103917,6.996909218589355,39.58631002875573,mungbean
24,36,22,27.379159267217002,80.27843907577413,6.622732282292834,55.16893909472815,mungbean
19,41,16,28.279195070404867,85.48145202728023,6.17464718589633,42.398300735915406,mungbean
30,59,16,27.15125032080663,88.90384320855266,6.576881201311209,49.09798916889059,mungbean
23,55,24,28.64008898488902,88.39820352203489,6.127485680140246,55.00515869208948,mungbean
11,56,22,29.554782957912657,89.91453567842792,6.726838831048237,54.6192420456247,mungbean
35,58,23,27.92365914604875,88.37530834076055,6.614485777511631,49.52988559302391,mungbean
22,47,25,27.24500182758029,89.24287070794661,6.325823460770485,38.19436631974976,mungbean
38,48,20,29.053878582794898,89.02705510445357,6.8372630071385085,38.18423683619703,mungbean
31,49,15,29.49455499933667,89.18397542081559,6.6497880467643,37.58585287151208,mungbean
22,42,25,27.896348613162754,88.91200073063602,6.013634023905821,43.06816431816596,mungbean
27,53,20,27.27629626259877,88.1527633109056,6.894404388648507,55.590160519954736,mungbean
4,43,20,29.436774362971025,83.84042638391101,6.666267861479039,59.720888284729114,mungbean
26,59,22,27.28489582568513,83.14918444588896,6.096644834287752,39.4224237705996,mungbean
23,45,20,29.620855586211647,89.95568900490687,6.582714449344682,55.31184552610429,mungbean
0,51,16,29.017521788020947,86.82191689255099,6.315239434649451,38.33024810341572,mungbean
2,37,19,28.73547752468799,86.9342212805631,6.700611496394451,53.83680276648992,mungbean
3,53,20,29.984052495589463,80.92500437938963,6.780347862740158,51.84254333855391,mungbean
21,54,19,29.389525559171126,82.32541331620855,6.226033196788652,48.776273832373306,mungbean
25,50,17,28.435473210321568,85.85563728793302,6.541374420907438,37.15080392582358,mungbean
18,50,21,29.926419084942065,84.74164296271987,6.066693881405449,36.20230776030088,mungbean
26,45,20,28.569639164912626,82.7178651608013,6.39916679451102,49.96487768511677,mungbean
27,35,17,29.429773260908696,85.83130219099584,6.730221717757249,44.12056175519497,mungbean
10,41,18,27.569808409372683,87.01738273877257,6.556464637348822,43.965539548839786,mungbean
36,48,19,27.947319453748488,80.56881397777647,6.7665273162216275,52.552686352844816,mungbean
3,45,15,29.028315077443054,83.0723896184772,6.370024524142816,48.76179442757351,mungbean
22,52,25,29.907965436852535,83.77839213727187,6.0620367636287815,43.48263168273918,mungbean
35,48,17,28.974306654169474,89.97749389010201,6.4517394759814435,43.868213918255314,mungbean
28,47,22,29.957415962550616,80.00186528170663,6.613979456273394,50.41070443429675,mungbean
37,57,23,29.821511858638207,86.48765386159386,6.954565928858811,38.78580785924908,mungbean
9,59,21,28.57577525634475,81.11208747338219,6.8681692953265046,42.43403828271181,mungbean
33,38,15,28.859905694622494,86.981984306765,6.214916531386719,36.049101836090855,mungbean
8,37,22,28.036442561170336,88.03011881526321,6.540278893187421,36.982007115779794,mungbean
26,48,23,28.188937876494663,82.963258018998,6.14346945701802,38.78613804838393,mungbean
50,58,19,23.96738486203522,69.39568589025166,7.255133617445196,68.79935877425494,blackgram
23,76,25,32.496917006083706,69.15788239454128,6.8597940935452995,64.60458423313527,blackgram
26,55,24,34.852994469190264,63.25684802063953,6.894136046782628,69.05001294318052,blackgram
43,76,17,29.195399590372087,65.80645225909635,7.4359372482485595,70.08376030941292,blackgram
52,64,19,32.43110331450696,66.17931559846298,6.841847285498092,73.10812433281528,blackgram
31,77,15,29.802713554994433,63.51542260049698,7.110377495318327,60.36165290113,blackgram
37,57,21,33.828839313328096,63.83215365947252,6.716332777630827,66.63866018899223,blackgram
50,80,25,32.91608973140224,65.88000463429628,6.853102888938389,71.99675046668675,blackgram
41,56,20,28.593395511901868,64.45386525977872,6.514567154751279,63.71099620587519,blackgram
50,68,21,30.26107422248646,62.20487639414749,7.125650789427277,68.57411474224416,blackgram
41,59,21,32.452906259628435,62.83364068891118,7.337237218221818,68.14497198907904,blackgram
34,61,25,24.96040110078104,61.844590510598834,6.702293949158204,65.80060585565967,blackgram
25,66,20,29.14048936537641,64.83294284966325,6.882784100403041,72.58719912106129,blackgram
39,69,18,23.088009810034162,60.258093928631816,7.053290639623,67.80674106247929,blackgram
22,70,23,29.69448410792088,69.5979102040485,6.54869484839993,61.470115271711116,blackgram
57,56,23,33.833165455574104,65.24899986725838,6.951193191450724,64.95587210498425,blackgram
35,68,22,26.559349785885118,60.77187530226468,6.669887073219058,61.90416620632459,blackgram
45,68,23,24.992898228002165,60.59105820875654,7.190726315113263,70.93179333384865,blackgram
44,72,25,29.65678163938825,60.76758061888738,6.504187443627957,70.05651500695376,blackgram
46,69,23,27.985316007105077,60.24005044844889,6.835371606217462,62.656233830959344,blackgram
53,70,17,34.613632851781816,65.49864178364398,7.463159027065067,61.721303991207535,blackgram
32,59,23,23.611698524269308,66.17529115062311,6.707783420961691,68.8154552743132,blackgram
31,69,16,30.532944978768036,66.47457940745547,7.343755043987294,64.87384191609962,blackgram
45,68,20,31.762920012294416,64.89870476717745,7.130717444491929,71.09524346644662,blackgram
41,77,22,32.589895653257386,63.3419271417311,7.23087034577616,66.30016506443494,blackgram
52,73,25,23.815679597832844,61.8122556104971,7.457196963519235,73.3520708017037,blackgram
54,62,20,27.83287381696197,65.19611675803007,7.496526308798619,62.02825970569282,blackgram
54,67,22,24.904841160491713,69.49273106245617,7.3796014967117625,73.60562940622533,blackgram
44,63,15,27.252526195833624,63.02829888978742,7.230879623322208,70.51088281926395,blackgram
51,67,25,27.198252610170254,62.438019377101796,7.155903313098399,62.98221091406104,blackgram
46,67,16,23.829842812622015,68.27498741635674,6.754540542921661,67.09541255014531,blackgram
39,60,25,31.339437432116572,65.67390944156074,7.296243609456387,71.02537779284735,blackgram
32,71,21,26.807665729045837,69.11959584199633,6.56092872172072,70.41026121158613,blackgram
21,79,24,23.07757229347653,64.96239221900814,6.785625988562243,71.01912451065803,blackgram
30,68,16,34.29769085007278,61.744092671115,6.971649490750595,61.371329877257075,blackgram
37,71,18,27.88838629055399,65.21377021473741,7.39657465846901,62.94441453466601,blackgram
53,79,16,30.523621214344598,68.08394882304023,7.111646419389992,64.43621343892531,blackgram
28,55,24,25.169421806748556,62.68797615030198,6.698644576897406,63.70285541393599,blackgram
53,79,20,30.075841941818574,60.67376871521926,7.331540786337666,62.65989829835909,blackgram
50,64,24,29.21692997648414,62.13994678698314,6.783284403492577,66.00469254259491,blackgram
28,69,18,30.79254584283947,66.68876531040685,7.298655780356636,73.9912940859047,blackgram
35,69,17,29.688859571770244,67.07015294272591,7.1625679177387855,72.1157672997222,blackgram
21,67,18,34.96339300894004,67.2015746093094,6.787221209205151,73.19628603441515,blackgram
28,75,25,25.647812715460983,61.38125293140247,7.359111757646916,67.5008738878663,blackgram
31,59,24,33.94071052295331,60.402889457345424,7.012214707677051,70.20719193786562,blackgram
42,61,22,32.64506283214115,60.837249378453485,6.885939510936927,65.60920701718601,blackgram
24,77,23,24.822634068039562,63.28558149885799,6.554466047366837,62.73687060978735,blackgram
44,67,24,29.900726881505776,62.06817893133396,7.004455941669355,64.68284604853694,blackgram
37,65,20,26.759197718967325,66.36068420352225,6.898280549089055,60.10222046850192,blackgram
35,78,23,27.44278622821492,67.51278924373767,7.396995289364411,72.69186315795348,blackgram
38,60,18,27.52011728515355,63.392406611738366,6.56243132727778,67.29260481157324,blackgram
59,73,22,23.988871662343378,65.99967858261066,6.985646865334277,68.188852999635,blackgram
32,61,25,32.42100388687709,62.73698457678371,7.411818628686092,61.46261538695813,blackgram
25,79,21,29.006951809169976,66.45725043351054,7.010570408728504,61.79929412596455,blackgram
53,57,25,33.33701655314621,61.3730003271557,7.452386752398724,64.93233926772913,blackgram
58,62,17,34.34899642671116,63.129195480288224,7.358506454551555,61.97530355154311,blackgram
20,62,22,30.76204674711657,66.24979748376035,7.138350577420431,64.60718472156317,blackgram
26,55,25,25.612550155737818,60.88152158136644,6.694535033168484,72.30828208883578,blackgram
52,72,18,29.93393565813723,63.078741252743676,6.977200079417961,71.89594542555984,blackgram
51,57,18,34.206391314154985,64.02223734847112,6.968789880506791,70.58453094553472,blackgram
50,71,22,24.670962135129315,66.12008529959455,6.806300996887537,64.8916177876886,blackgram
34,60,25,31.149950819834753,66.31375977643377,6.770559256487991,63.731876831087654,blackgram
32,63,16,32.30606356062799,63.93121798207079,6.639254070784704,60.160729465430386,blackgram
32,55,16,27.429634325710452,63.57192333993045,6.844091617849442,67.80815755957288,blackgram
26,77,23,24.66045913664668,69.82739540910386,6.74997289086883,61.10046101189404,blackgram
33,79,22,29.360749460620788,64.67980462478043,6.910709245391666,72.2643506745673,blackgram
56,70,16,30.784965366740217,64.18969773779524,6.958028616583869,63.849708107791436,blackgram
21,58,19,30.929582356290922,67.46362884313241,6.811571739582229,72.68480283416014,blackgram
24,74,17,23.65679248309983,62.04242106368429,6.918695143327684,63.29452392891854,blackgram
28,65,18,29.155752197850887,62.81392982172163,7.322228112577011,71.2927298382331,blackgram
52,72,21,34.14569552825462,64.30535820913038,6.619140671996048,67.6858923109816,blackgram
37,65,25,30.45596748986849,67.18718113262203,6.610603598873161,60.53385346209715,blackgram
25,70,16,23.64596629890151,61.8987532909592,6.538957846348464,65.87716341925757,blackgram
37,76,15,28.3302008825404,66.75586773567439,7.00889407006988,72.92168529031986,blackgram
42,76,17,23.380669901792373,65.34966673409444,6.537697724914853,72.12101725674034,blackgram
37,64,21,32.05483233446884,62.486048846133066,7.038394979286958,74.88203459217874,blackgram
48,75,24,27.146955030449757,60.06982261880348,6.903480969026999,63.52131632587457,blackgram
25,74,22,23.823783993774466,69.91889195947492,7.451396861979106,62.05531365054481,blackgram
26,73,20,29.66659483862744,62.91361072837744,6.917394782329148,65.65300320520782,blackgram
41,65,18,32.694387748207774,67.37409944311946,7.037041314741974,72.59996640906515,blackgram
49,70,16,26.571803330819364,62.98066201170004,6.820401286140215,62.464302649086136,blackgram
41,57,22,26.403295081005634,63.26282151568947,6.520758032123965,71.41328966507264,blackgram
20,74,19,29.53557045328563,60.7785651960877,7.455448191438068,63.704417504878386,blackgram
35,66,25,33.247314585702235,60.13228812905294,7.011780456569481,71.54163869132336,blackgram
29,65,15,32.83549843457174,68.88191349661304,6.699219685837076,64.26276443567593,blackgram
34,56,18,32.05444299082953,64.45452929734287,7.09222139933144,70.51403047526999,blackgram
36,59,20,30.856704181981314,64.11204067211854,7.163362534014682,61.7733361810869,blackgram
25,73,16,25.646105445639776,61.859615075574176,7.450818659916432,63.14846444379346,blackgram
34,66,25,27.22792465103047,60.43100108948324,6.6790949393281815,65.8832669015031,blackgram
24,56,21,32.94980768340968,65.08141718665195,7.120241354268912,67.16613189599303,blackgram
48,80,17,30.532026525905707,61.92016084740037,6.646021019296962,74.07096209352197,blackgram
42,61,17,32.91129102934302,66.96561402144046,7.424072988845683,72.30486132220801,blackgram
33,74,20,27.271493281647686,61.48506781643681,7.0964670754135435,72.21575881003622,blackgram
36,55,24,34.61291389800459,66.577653832726,7.06439538033899,73.99434938292342,blackgram
35,63,25,31.551987427838533,61.93160008408433,6.971308274574121,67.08773164229378,blackgram
55,72,21,27.957288772725732,61.99345489471183,6.9123664872746815,61.08415421359765,blackgram
45,55,25,23.6688902430493,66.09812761548118,6.740803816073173,65.8021086307782,blackgram
43,62,22,29.52767733541961,62.31599024763899,7.348923869476073,65.9590720926069,blackgram
43,63,18,34.11271471781919,61.61694553273987,7.4658323197183325,63.08691565484133,blackgram
30,75,19,28.325256069106942,62.82367919042656,6.5809537361156885,73.14920740523837,blackgram
19,70,18,28.99786981338617,63.27838198850034,6.244164509925792,51.39735487642582,lentil
40,58,16,24.024098372870185,65.8312782345287,6.6579306405916086,40.81767891156739,lentil
22,69,25,23.58043601065092,62.269785394715214,6.987810374604304,53.788120465805875,lentil
34,80,24,21.141013201613788,66.24240736997518,7.158770300284749,42.85505462642571,lentil
10,64,17,24.82746579938221,67.62174587181644,7.123613436701772,45.12773562875887,lentil
20,71,21,27.995248707823933,69.8576824958574,7.082568584993367,49.020761060328454,lentil
23,68,18,27.661167744493618,68.45039648896642,6.2901066757135915,40.76895188763997,lentil
19,76,24,25.001058228221222,64.64203948952127,6.73840863458431,47.20441388187034,lentil
16,63,25,19.354118246203456,65.9643395462566,6.469379033872615,40.40301481067403,lentil
29,57,18,24.376281981032342,63.95777679660431,6.726303822206036,52.08403328155357,lentil
26,66,24,24.300592082944615,67.07278911905667,6.00434575499106,46.70089703053961,lentil
35,75,18,18.645383570128534,60.2208584530118,6.215922389065529,45.00491335950539,lentil
26,70,16,19.837734001007476,67.28116437336166,6.700502820199166,50.968758840210626,lentil
11,58,17,22.099693352287222,66.48464556900237,5.6368814184852525,53.46095977482379,lentil
31,72,18,27.78894456751345,65.97312378330712,6.287271040554884,47.101534890625324,lentil
25,73,20,20.4839232149407,68.51405747891474,5.668528732311702,45.34139627749632,lentil
14,65,17,19.985997295963866,67.06604128994218,6.5706955361233135,49.529850200624814,lentil
38,60,15,24.216925982370732,67.48016076699402,7.173061781521807,50.565029739357705,lentil
19,78,17,21.675214644055377,62.65081284338572,6.892384900602179,42.89305853034421,lentil
